actor,year,polity,eu,gdppc,gdppc_log,gniam,gniam_log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,1996,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LES,1996,5,0,483.9207324,2.684774229,1361568343,9.134039445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIE,1996,0,0,79905.9576,4.90257916,2463606399,9.391571323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIT,1996,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAA,1996,-6,0,877.829799,2.943410319,2296536796,9.361073408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAC,1996,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAD,1996,0,0,1707.021759,3.232239057,465614973.8,8.668026938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAG,1996,9,0,344.4649472,2.537145035,4110464949,9.613890949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAL,1996,3,0,4874.819725,3.68795856,94568098181,10.97574466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAS,1996,10,0,3899.442435,3.591002514,4291106478,9.632569291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAW,1996,6,0,321.9596341,2.507801425,2542799253,9.405312075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCO,1996,-7,0,17751.5365,4.24923595,6881440966,9.837679389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,1996,4,0,4487.26319,3.651981543,4.31E+11,11.63447727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLD,1996,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,1996,4,0,274.4224086,2.438419572,2654380325,9.42396315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT,1996,0,0,9438.557327,3.974905618,3877576252,9.588560347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,1996,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MON,1996,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOR,1996,-7,0,1585.722778,3.200227265,41823899007,10.62142452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYA,1996,-5,0,132.6388273,2.122670673,5172172171,9.713672973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZM,1996,5,0,239.8574043,2.37995313,3427991694,9.535039761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM,1996,6,0,2417.577868,3.383380471,4168102410,9.619938381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEP,1996,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW,1996,10,0,18794.43604,4.274029298,62420753313,10.79532901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,1996,8,0,895.2622309,2.951950263,4156977100,9.618777632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIG,1996,-6,0,460.3241902,2.663063798,42670372705,10.63012644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIR,1996,-3,0,237.0149626,2.374775764,2345535539,9.370242018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,1996,10,0,37321.92598,4.571964047,1.57E+11,11.19589965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMA,1996,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,1996,8,0,461.4002095,2.664077787,61457709658,10.78857637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAN,1996,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAR,1996,7,0,2077.484829,3.317537861,9000592036,9.954271077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER,1996,-1,0,2218.321747,3.346024537,53256631363,10.72637369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHI,1996,8,0,1334.105656,3.125190225,94261501229,10.97433435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,1996,4,0,1077.188504,3.03229171,4953737650,9.694933003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,1996,9,0,4147.465501,3.617782782,1.48E+11,11.17026172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,1996,-10,0,17116.83256,4.233423402,18198823117,10.2600433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROK,1996,6,0,13403.04959,4.127203624,6.06E+11,11.78247262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROM,1996,8,0,1633.010644,3.212989015,37106221913,10.56944674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUS,1996,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,1996,-6,0,205.8421295,2.313534266,1348683894,9.129910171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAF,1996,9,0,3654.927456,3.562878761,1.71E+11,11.23299611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAL,1996,7,0,1653.630549,3.218438487,9045000962,9.956408617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,1996,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN,1996,-1,0,741.7616643,2.870264384,6241682377,9.795301665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEY,1996,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIE,1996,4,0,216.6234189,2.335705406,890632454.8,8.949698517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN,1996,-4,0,26232.8692,4.418845794,94019289624,10.97321697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKN,1996,0,0,7748.670312,3.889227183,326520528.9,8.513910491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLO,1996,7,0,5196.94038,3.715747735,26993296365,10.43125592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLU,1996,0,0,5123.686514,3.70958255,721524754.4,8.858251236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV,1996,10,0,10815.11105,4.034030983,22325006002,10.34879158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL,1996,8,0,1322.526239,3.121404297,487609648.3,8.68807229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRI,1996,5,0,758.5064169,2.879959259,13658169914,10.13539251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,1996,5,0,1940.752728,3.287970205,729354096.9,8.862938427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVG,1996,0,0,2900.419012,3.462460743,324013694.9,8.510563367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA,1996,-7,0,1646.223472,3.21648879,1825433532,9.261366024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,1996,10,0,48092.25421,4.682075134,3.51E+11,11.54530712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAJ,1996,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAW,1996,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAZ,1996,-1,0,214.6417694,2.33171424,5684370212,9.754682355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THI,1996,9,0,3039.892156,3.482858177,1.78E+11,11.25042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOG,1996,-2,0,447.9265913,2.651206845,1850842433,9.267369448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TON,1996,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI,1996,9,0,4385.12365,3.641981844,5320944211,9.725988705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUN,1996,-3,0,2076.989688,3.31743434,18235710875,10.2609227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR,1996,8,0,3009.67417,3.478519481,1.73E+11,11.2380461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1996,-8,0,28596.50683,4.456312986,98424973047,10.9931053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,1996,-4,0,284.4568035,2.454016325,5809516981,9.764140025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKG,1996,10,1,24441.91991,4.388135317,1.32E+12,12.12057393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,1996,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URU,1996,10,0,6358.162597,3.80333163,20019954368,10.30146308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,1996,10,0,29967.71272,4.476653597,8.15E+12,12.91115761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN,1996,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,1996,8,0,3125.237788,3.494883067,69425084559,10.84151642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM,1996,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YEM,1996,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM,1996,1,0,404.0904611,2.606478599,3761494615,9.575360444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIM,1996,-6,0,765.1651241,2.883755167,6273858222,9.7975347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAB,1997,0,0,9556.832802,3.980313988,650806651.3,8.813451983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANG,1997,-6,0,514.3098866,2.711224873,6636353025,9.821929481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,1997,7,0,8176.771195,3.912581845,2.90E+11,11.462398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUL,1997,10,0,23645.05749,4.373740374,4.06E+11,11.60852603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAH,1997,-9,0,9728.447229,3.988043527,6133274452,9.787692399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR,1997,0,0,9491.475434,3.977333728,2427226266,9.385110263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN,1997,6,0,355.1420716,2.550402124,2374740827,9.375616219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFO,1997,-5,0,224.6113437,2.351431686,2682136812,9.428480927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,1997,0,0,3997.84448,3.601825896,854058823.7,8.931487784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNG,1997,6,0,395.3180524,2.596946647,47648031017,10.67804496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,1997,9,0,973.9625705,2.988542267,7562658075,9.878674465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOT,1997,8,0,3100.165355,3.491384859,5125361430,9.709724496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,1997,8,0,5240.128796,3.719341962,8.52E+11,11.93043959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRU,1997,0,0,16593.4344,4.219936283,5059580425,9.704114504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUI,1997,-5,0,164.2334457,2.215461605,906257045.8,8.957251396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUL,1997,8,0,1361.409249,3.133988697,12129824888,10.08385453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAM,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN,1997,10,0,21901.59404,4.340475725,6.38E+11,11.80482068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAO,1997,-5,0,773.9271462,2.88870008,10898323123,10.03735968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDI,1997,-6,0,1176.851967,3.070721838,10129269789,10.00557814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEN,1997,5,0,271.1433004,2.433198878,1028192491,9.012074428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHA,1997,-1,0,207.3165613,2.316633997,1597798574,9.203522029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,1997,8,0,5788.859948,3.762593043,83036358904,10.9192683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHN,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,1997,7,0,2860.040941,3.45637225,1.00E+11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON,1997,-6,0,807.8918989,2.907353253,1690781316,9.22808744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COS,1997,10,0,3373.410585,3.528069203,12446126671,10.09503422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRO,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUB,1997,-7,0,2306.38394,3.362931605,27489954765,10.43917403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,1997,10,0,14234.24414,4.15333441,9579818715,9.981357291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZR,1997,10,0,6034.523339,3.780642971,63483323079,10.80265965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJI,1997,-6,0,752.7494467,2.876650445,2325113306,9.366444122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMA,1997,0,0,4385.994541,3.642068087,283199926.7,8.452093137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,1997,8,0,2456.105927,3.390247093,19100547600,10.28104582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRC,1997,0,0,135.8889305,2.133184081,5265852744,9.72146871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRV,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU,1997,9,0,2349.218685,3.370923446,26063045891,10.41602517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,1997,-6,0,1170.804798,3.068484494,73071402513,10.86374744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EU,1997,10,NA,18088.60858,4.257405161,8.40507E+12,12.92454133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIJ,1997,5,0,2597.929256,3.414627321,2047355701,9.311193302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,1997,-4,0,4514.994085,3.654657186,4877424159,9.688190525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAM,1997,-5,0,610.1990496,2.785471527,827321441.8,8.91767428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,1997,2,0,377.2399141,2.576617637,6984319217,9.84412408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNB,1997,2,0,231.0229499,2.363655125,272444689.2,8.435278347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRG,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRN,1997,0,0,3715.72059,3.570043049,371355032.6,8.569789314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUA,1997,8,0,1649.001602,3.217221078,16541192827,10.21856682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI,1997,-1,0,482.4421848,2.683445276,3887949439,9.589720608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,1997,6,0,991.9585514,2.996493526,671230896,8.826871938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAI,1997,7,0,421.8416418,2.625149449,3146151102,9.497779577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKG,1997,-7,0,27330.09218,4.436641097,1.69E+11,11.2278867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HON,1997,6,0,933.7557079,2.97023327,5471881923,9.738136717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,1997,10,0,4596.183443,3.662397354,45321897768,10.65630809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICE,1997,0,0,27919.18911,4.4459028,7721593483,9.887706934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,1997,8,0,414.8986835,2.617942057,4.10E+11,11.61278386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INS,1997,-7,0,1054.347358,3.022983714,2.23E+11,11.34830486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,1997,6,0,20366.87813,4.308924465,1.15E+11,11.06069784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAM,1997,9,0,3287.746786,3.516898362,7146409914,9.854087923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOR,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,1997,10,0,35638.243,4.551916285,5.14E+12,12.71096312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,1997,4,0,462.4045395,2.665022089,11327630283,10.05413907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUW,1997,-7,0,17230.06448,4.236286903,36737995604,10.56511546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KYR,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KZK,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAT,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LES,1997,5,0,505.9388399,2.704098021,1367626825,9.135967611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIE,1997,0,0,72344.6835,4.859406621,2551053868,9.406719629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIT,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAA,1997,-6,0,834.0437417,2.921188828,2117920102,9.325909572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAC,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAD,1997,0,0,1889.026176,3.276237976,465614973.8,8.668026938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAG,1997,9,0,288.4493809,2.460069611,4349303515,9.638419716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAL,1997,3,0,4706.314913,3.672680984,99625336978,10.9983698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAS,1997,10,0,3646.637842,3.561892634,4472711533,9.650570889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAW,1997,6,0,368.6773117,2.566646412,3071711205,9.487380382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCO,1997,-7,0,17652.58974,4.246808428,6955412899,9.842322916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,1997,6,0,5370.244638,3.72999407,4.40E+11,11.64345268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLD,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,1997,5,0,260.3559663,2.415567534,2846540498,9.454317367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT,1997,0,0,9724.33797,3.987860044,3903249370,9.591426298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MON,1997,10,0,495.8218917,2.695325698,1355544187,9.132113679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOR,1997,-7,0,1416.900391,3.15133932,40888602958,10.61160227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYA,1997,-5,0,128.1057198,2.107568521,5785533441,9.762343408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZM,1997,5,0,281.3773488,2.449289133,4099487417,9.612729558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM,1997,6,0,2453.866754,3.389850977,4252528793,9.628647263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEP,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW,1997,10,0,17473.65462,4.242383747,64908835270,10.81230382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,1997,8,0,896.6518398,2.952623844,4252742849,9.628669123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIG,1997,-6,0,478.5769435,2.679951772,49678787107,10.69617098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIR,1997,-3,0,218.2461446,2.33894658,2435686323,9.386621357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,1997,10,0,36629.02659,4.563825378,1.67E+11,11.22271647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMA,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,1997,7,0,441.7549177,2.645181393,61919903767,10.79183027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAN,1997,9,0,3775.571536,3.576982703,10304373296,10.01302158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAR,1997,7,0,2068.208378,3.315594293,9189068455,9.963271487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER,1997,-1,0,2292.396517,3.36028974,57470199486,10.7594427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHI,1997,8,0,1294.111958,3.11197185,1.02E+11,11.00860017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,1997,4,0,995.1972595,2.997909171,4622006030,9.664830508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,1997,9,0,4123.146096,3.615228723,1.64E+11,11.21484385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,1997,-10,0,20519.40935,4.312164855,18198823117,10.2600433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROK,1997,6,0,12398.48003,4.093368447,6.23E+11,11.79448805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROM,1997,8,0,1577.335827,3.197924168,35918109157,10.55531347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUS,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,1997,-6,0,241.5055332,2.382927085,1689795011,9.227834024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAF,1997,9,0,3731.43183,3.571875512,1.71E+11,11.23299611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAL,1997,7,0,1749.501835,3.242914402,9725746174,9.987922931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN,1997,-1,0,667.4532057,2.824420823,6453873457,9.809820446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEY,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIE,1997,0,0,193.0108126,2.285581639,847597468.5,8.928189651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN,1997,-4,0,26375.86833,4.421206766,1.05E+11,11.0211893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKN,1997,0,0,8581.668224,3.93357172,346344437.6,8.539508217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLO,1997,7,0,5146.671078,3.711526414,29154303858,10.46470268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLU,1997,0,0,5184.337012,3.714693225,718799150.7,8.856607555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV,1997,10,0,10454.96564,4.01932261,22325006002,10.34879158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL,1997,8,0,1326.165604,3.12259776,497931578.8,8.69716967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRI,1997,5,0,818.0287965,2.912768592,14732499172,10.16827643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,1997,5,0,2045.593051,3.31081924,834477878,8.921414828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVG,1997,0,0,3043.249417,3.483337547,331634108.1,8.520659191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA,1997,-7,0,1732.770042,3.238740931,1883700281,9.275011803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,1997,10,0,41584.08362,4.618927135,3.49E+11,11.54282543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAJ,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAW,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAZ,1997,-1,0,248.7471619,2.395758134,6569961297,9.817562811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THI,1997,9,0,2462.414344,3.391361132,1.63E+11,11.2121876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOG,1997,-2,0,443.5350406,2.646927936,2162133127,9.334882431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TON,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI,1997,9,0,4352.827681,3.638771475,5672348159,9.753762879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUN,1997,-3,0,2170.570932,3.336573983,19899653389,10.29884551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR,1997,7,0,3098.668013,3.491175049,1.92E+11,11.28330123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,1997,-8,0,28709.24692,4.458021801,98424973047,10.9931053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,1997,-4,0,286.5727449,2.457234884,6449969310,9.809557648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKG,1997,10,1,26779.77879,4.427806985,1.49E+12,12.17318627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,1997,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URU,1997,10,0,7386.511161,3.868439358,22808391478,10.35809466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
